id,hero,name,type,subtype,cost,T_req,S_req,R_req,M_req,effect_text,timing,rarity,faction,set_code,flavor,visual_prompt
X-02-218,High Priestess Nyra,High Priestess Nyra Card 15,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-219,High Priestess Nyra,High Priestess Nyra Card 16,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-220,High Priestess Nyra,High Priestess Nyra Card 17,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-221,High Priestess Nyra,High Priestess Nyra Card 18,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-222,High Priestess Nyra,High Priestess Nyra Card 19,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-223,High Priestess Nyra,High Priestess Nyra Card 20,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-224,High Priestess Nyra,High Priestess Nyra Card 21,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-225,High Priestess Nyra,High Priestess Nyra Card 22,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-226,High Priestess Nyra,High Priestess Nyra Card 23,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-227,High Priestess Nyra,High Priestess Nyra Card 24,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-228,High Priestess Nyra,High Priestess Nyra Card 25,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-229,High Priestess Nyra,High Priestess Nyra Card 26,Action,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for High Priestess Nyra / Elemental Flame. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-230,High Priestess Nyra,High Priestess Nyra Card 27,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-231,High Priestess Nyra,High Priestess Nyra Card 28,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-232,High Priestess Nyra,High Priestess Nyra Card 29,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-233,High Priestess Nyra,High Priestess Nyra Card 30,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-234,High Priestess Nyra,High Priestess Nyra Card 31,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-235,High Priestess Nyra,High Priestess Nyra Card 32,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-236,High Priestess Nyra,High Priestess Nyra Card 33,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-237,High Priestess Nyra,High Priestess Nyra Card 34,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-238,High Priestess Nyra,High Priestess Nyra Card 35,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-239,High Priestess Nyra,High Priestess Nyra Card 36,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-240,High Priestess Nyra,High Priestess Nyra Card 37,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-241,High Priestess Nyra,High Priestess Nyra Card 38,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-02-242,High Priestess Nyra,High Priestess Nyra Card 39,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Elemental Flame,X-02,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for High Priestess Nyra / Elemental Flame. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: lavender & black fireglow. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-243,Virelia at the Flame,Virelia at the Flame Card 1,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-244,Virelia at the Flame,Virelia at the Flame Card 2,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-245,Virelia at the Flame,Virelia at the Flame Card 3,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-246,Virelia at the Flame,Virelia at the Flame Card 4,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-247,Virelia at the Flame,Virelia at the Flame Card 5,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-248,Virelia at the Flame,Virelia at the Flame Card 6,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-249,Virelia at the Flame,Virelia at the Flame Card 7,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-250,Virelia at the Flame,Virelia at the Flame Card 8,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-251,Virelia at the Flame,Virelia at the Flame Card 9,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-252,Virelia at the Flame,Virelia at the Flame Card 10,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-253,Virelia at the Flame,Virelia at the Flame Card 11,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-254,Virelia at the Flame,Virelia at the Flame Card 12,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-255,Virelia at the Flame,Virelia at the Flame Card 13,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Virelia at the Flame / Cradle of the Root. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-256,Virelia at the Flame,Virelia at the Flame Card 14,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-257,Virelia at the Flame,Virelia at the Flame Card 15,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-258,Virelia at the Flame,Virelia at the Flame Card 16,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-259,Virelia at the Flame,Virelia at the Flame Card 17,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-260,Virelia at the Flame,Virelia at the Flame Card 18,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-261,Virelia at the Flame,Virelia at the Flame Card 19,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-262,Virelia at the Flame,Virelia at the Flame Card 20,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-263,Virelia at the Flame,Virelia at the Flame Card 21,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-264,Virelia at the Flame,Virelia at the Flame Card 22,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-265,Virelia at the Flame,Virelia at the Flame Card 23,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-266,Virelia at the Flame,Virelia at the Flame Card 24,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-267,Virelia at the Flame,Virelia at the Flame Card 25,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-268,Virelia at the Flame,Virelia at the Flame Card 26,Action,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Virelia at the Flame / Cradle of the Root. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-269,Virelia at the Flame,Virelia at the Flame Card 27,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
